,,,ISO-3 Code,AFG,ALB,DZA,AGO,ATG,ARG,ARM,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BTN,BOL,BIH,BWA,BRA,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CAF,TCD,CHL,CHN,COL,COM,COG,CRI,CIV,HRV,CUB,CYP,CZE,PRK,COD,DNK,DJI,DOM,ECU,EGY,SLV,GNQ,ERI,EST,ETH,FJI,FIN,FRA,GAB,GMB,GEO,DEU,GHA,GRC,GRD,GTM,GIN,GNB,GUY,HTI,HND,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ISR,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LTU,LUX,MDG,MWI,MYS,MDV,MLI,MLT,MRT,MUS,MEX,FSM,MNG,MNE,MAR,MOZ,MMR,NAM,NPL,NLD,NZL,NIC,NER,NGA,NOR,OMN,PAK,PAN,PNG,PRY,PER,PHL,POL,PRT,QAT,KOR,MDA,ROU,RUS,RWA,LCA,VCT,WSM,STP,SAU,SEN,SRB,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,SSD,ESP,LKA,SDN,SUR,SWZ,SWE,CHE,SYR,TJK,THA,MKD,TLS,TGO,TON,TTO,TUN,TUR,TKM,UGA,UKR,ARE,GBR,TZA,USA,URY,UZB,VUT,VEN,VNM,YEM,ZMB,ZWE,,,
Noncommunicable diseases,Malignant neoplasms,Corpus uteri cancer,,0.3,0.0,0.1,0.1,0.0,0.8,0.0,0.4,0.3,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.0,0.0,.,0.0,0.1,0.0,2.1,0.0,0.3,0.1,0.0,0.1,0.1,1.0,0.0,0.0,0.0,0.2,16.5,0.3,0.0,0.0,0.1,0.1,0.2,0.6,0.0,0.4,0.3,0.3,0.2,0.0,0.1,0.1,0.4,0.2,0.0,0.0,0.1,0.2,0.0,0.2,2.6,0.0,0.0,0.1,2.6,0.1,0.3,0.0,0.4,0.0,0.0,0.0,0.1,0.1,0.3,0.0,5.0,2.0,0.2,0.1,0.1,0.2,2.1,0.1,3.0,0.0,0.4,0.2,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.2,.,0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.2,0.1,0.2,0.0,0.0,0.5,0.1,0.0,0.1,0.7,0.1,0.0,0.9,0.1,0.1,0.1,0.1,0.7,1.3,0.3,0.0,0.3,0.1,0.4,6.2,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0.1,0.3,0.1,0.0,0.0,0.5,0.1,1.5,0.0,0.1,0.0,0.0,0.4,0.2,0.1,0.1,0.5,0.1,0.0,0.0,0.0,0.1,0.0,1.0,0.0,0.1,2.5,0.0,2.2,0.1,8.0,0.1,0.3,0.0,0.2,1.5,0.0,0.0,0.1,,,
Noncommunicable diseases,Malignant neoplasms,Ovary cancer,,0.3,0.0,0.6,0.2,0.0,1.4,0.1,1.0,0.5,0.1,0.0,0.0,2.3,0.0,0.5,0.7,0.0,0.1,0.0,0.2,0.2,0.0,3.8,0.0,0.4,0.1,0.1,0.2,0.3,1.7,0.0,0.1,0.2,0.4,15.2,1.1,0.0,0.0,0.1,0.2,0.3,0.3,0.1,0.7,0.6,0.6,0.4,0.0,0.1,0.2,1.8,0.1,0.0,0.1,0.1,2.3,0.0,0.3,3.9,0.0,0.0,0.1,5.7,0.3,0.6,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.7,0.0,21.7,7.9,1.2,0.4,0.3,0.3,3.3,0.1,5.0,0.1,1.4,0.6,0.0,0.0,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.3,0.0,0.1,0.1,0.7,0.0,0.2,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.6,0.1,1.1,0.0,0.6,1.0,0.2,0.1,0.3,1.4,0.3,0.0,3.1,0.1,0.2,0.1,0.5,1.9,2.7,0.4,0.0,1.0,0.1,1.1,9.3,0.1,0.0,0.0,0.0,0.0,0.2,0.1,0.5,0.0,0.1,0.2,0.3,0.2,0.0,0.2,1.3,0.2,2.0,0.5,0.6,0.0,0.0,0.5,0.4,0.3,0.0,1.5,0.1,0.0,0.1,0.0,0.1,0.2,1.8,0.1,0.5,2.8,0.1,4.2,0.2,14.7,0.2,0.3,0.0,0.6,0.4,0.2,0.1,0.1,,,
Noncommunicable diseases,Malignant neoplasms,Prostate cancer,,0.2,0.2,0.7,0.8,0.0,4.8,0.2,3.5,1.3,0.2,0.1,0.0,0.7,0.2,0.9,1.7,0.0,0.3,0.0,0.6,0.4,0.0,16.6,0.0,0.9,0.4,0.7,0.2,1.0,4.5,0.0,0.3,0.4,2.3,24.4,3.1,0.0,0.3,0.5,1.2,0.9,2.9,0.2,1.4,0.2,4.1,1.4,0.0,2.1,1.2,1.6,0.5,0.0,0.1,0.3,1.3,0.0,0.9,10.4,0.1,0.0,0.3,15.1,0.7,2.0,0.0,0.7,0.8,0.1,0.1,1.1,0.4,1.2,0.1,13.6,10.0,2.5,0.4,0.6,0.5,8.9,0.8,12.9,0.2,0.5,2.3,0.0,0.0,0.1,0.0,0.4,0.5,0.1,0.2,0.2,0.7,0.1,1.5,0.3,0.6,0.0,0.2,0.0,0.1,0.1,6.7,0.0,0.0,0.1,1.9,0.5,0.6,0.1,0.1,2.9,0.7,0.4,0.2,12.1,1.1,0.1,2.6,0.4,0.2,0.6,2.3,3.2,4.4,2.0,0.0,1.9,0.3,2.3,15.9,0.5,0.1,0.0,0.0,0.0,0.4,0.4,1.2,0.0,0.2,0.3,0.8,0.4,0.0,0.3,4.2,0.6,6.5,0.2,0.8,0.1,0.0,2.6,1.5,0.5,0.0,2.0,0.2,0.0,0.1,0.0,0.4,0.4,8.2,0.0,2.6,4.4,0.0,12.6,3.3,32.1,0.7,0.2,0.0,3.1,0.8,0.1,0.6,0.7,,,
Noncommunicable diseases,Malignant neoplasms,Testicular cancer,,0.1,0.0,0.0,0.0,.,0.2,0.0,0.0,0.0,0.0,.,0.0,0.2,.,0.0,0.0,.,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.0,0.0,.,0.0,0.0,0.1,0.9,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,.,0.0,0.0,0.0,.,0.0,0.0,0.0,.,1.5,1.1,0.3,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,0.0,0.0,0.0,.,0.0,.,0.6,0.0,0.0,.,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.6,0.0,.,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.1,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,,
Noncommunicable diseases,Malignant neoplasms,Kidney cancer,,0.3,0.1,0.3,0.1,0.0,2.2,0.1,1.1,0.5,0.1,0.0,0.0,0.8,0.0,0.6,0.7,0.0,0.1,0.0,0.2,0.1,0.0,3.7,0.0,0.5,0.1,0.1,0.1,0.1,1.9,0.0,0.0,0.1,0.8,27.4,0.7,0.0,0.0,0.1,0.1,0.4,0.3,0.0,1.3,0.9,0.3,0.4,0.0,0.0,0.2,1.4,0.1,0.0,0.1,0.2,1.2,0.0,0.4,4.4,0.0,0.0,0.1,6.3,0.1,0.6,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.8,0.0,6.7,2.8,1.2,0.6,0.2,0.3,3.9,0.0,9.2,0.1,0.6,0.4,0.0,0.0,0.1,0.0,0.2,0.1,0.0,0.0,0.1,0.4,0.0,0.1,0.1,0.3,0.0,0.3,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.4,0.0,0.5,0.0,0.2,1.1,0.2,0.1,0.1,0.7,0.3,0.0,1.6,0.1,0.0,0.1,0.7,0.7,2.8,0.5,0.0,1.4,0.1,1.0,9.9,0.1,0.0,0.0,0.0,0.0,0.3,0.1,0.5,0.0,0.0,0.2,0.5,0.2,0.0,0.1,0.5,0.1,2.4,0.2,0.4,0.0,0.0,0.7,0.4,0.3,0.1,0.7,0.1,0.0,0.0,0.0,0.0,0.2,3.1,0.1,0.3,2.8,0.0,4.7,0.1,16.5,0.3,0.3,0.0,0.6,0.7,0.1,0.1,0.1,,,
Noncommunicable diseases,Malignant neoplasms,Bladder cancer,,0.4,0.2,0.8,0.1,0.0,1.5,0.2,1.2,0.6,0.1,0.0,0.0,1.0,0.0,0.4,1.1,0.0,0.0,0.0,0.1,0.2,0.0,4.4,0.0,0.6,0.2,0.1,0.1,0.1,2.4,0.0,0.0,0.1,0.5,29.4,0.6,0.0,0.0,0.1,0.1,0.5,0.7,0.1,0.9,0.7,0.5,0.6,0.0,0.1,0.1,4.8,0.0,0.0,0.0,0.1,0.9,0.0,0.3,6.1,0.0,0.0,0.1,6.4,0.2,1.2,0.0,0.1,0.0,0.0,0.0,0.1,0.0,1.0,0.0,10.5,3.9,2.5,1.1,0.2,0.4,6.6,0.1,8.8,0.1,1.2,0.2,0.0,0.0,0.1,0.1,0.3,0.4,0.0,0.0,0.2,0.3,0.0,0.3,0.4,0.3,0.0,0.4,0.0,0.0,0.0,1.1,0.0,0.0,0.0,1.0,0.2,0.6,0.0,0.3,1.3,0.2,0.0,0.1,0.7,0.4,0.0,2.6,0.0,0.0,0.1,0.4,0.5,3.4,1.1,0.0,1.5,0.2,1.7,8.1,0.1,0.0,0.0,0.0,0.0,0.3,0.2,0.8,0.0,0.0,0.1,0.4,0.2,0.0,0.1,0.8,0.1,5.6,0.2,0.3,0.0,0.0,0.8,0.6,0.7,0.1,1.5,0.1,0.0,0.0,0.0,0.0,0.4,5.2,0.1,0.1,2.5,0.0,6.1,0.6,18.1,0.3,0.2,0.0,0.4,0.4,0.1,0.1,0.1,,,
Noncommunicable diseases,Malignant neoplasms,Brain and nervous system cancers,,0.8,0.3,1.2,0.1,0.0,1.3,0.2,1.5,0.6,0.4,0.0,0.0,1.0,0.0,0.4,0.8,0.0,0.0,0.0,0.2,0.2,0.0,10.8,0.0,0.7,0.0,0.1,0.3,0.1,2.2,0.0,0.0,0.1,0.5,53.0,1.5,0.0,0.0,0.2,0.1,0.5,0.7,0.1,0.7,1.1,0.2,0.5,0.0,0.2,0.5,3.9,0.2,0.0,0.0,0.1,0.5,0.0,0.4,4.2,0.0,0.0,0.4,6.6,0.1,1.2,0.0,0.2,0.0,0.0,0.0,0.1,0.2,0.7,0.0,16.3,3.8,2.0,1.1,0.3,0.5,4.2,0.0,2.4,0.1,0.9,0.7,0.0,0.0,0.2,0.1,0.2,0.1,0.0,0.0,0.1,0.3,0.0,0.2,0.1,0.3,0.0,0.1,0.0,0.0,0.0,2.4,0.0,0.1,0.0,0.7,0.0,0.7,0.0,0.3,1.1,0.3,0.1,0.1,0.5,0.3,0.0,3.8,0.1,0.0,0.1,0.9,1.7,3.1,1.0,0.0,1.3,0.2,1.8,8.1,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.9,0.0,0.0,0.2,0.4,0.2,0.0,0.1,0.8,0.1,3.2,0.3,0.4,0.0,0.0,0.7,0.6,0.5,0.2,1.2,0.2,0.0,0.0,0.0,0.0,0.2,3.0,0.2,0.3,1.9,0.1,4.7,0.1,17.9,0.2,1.1,0.0,0.7,3.4,0.6,0.1,0.2,,,
Noncommunicable diseases,Malignant neoplasms,Gallbladder and biliary tract cancer,,0.1,0.0,0.8,0.0,0.0,1.5,0.1,0.3,0.4,0.0,0.0,0.0,4.5,0.0,0.1,0.2,0.0,0.0,0.0,0.6,0.1,0.0,4.0,.,0.2,0.0,0.0,0.2,0.0,0.6,0.0,0.0,0.0,1.9,41.9,1.2,0.0,0.0,0.1,0.1,0.3,0.2,0.0,0.7,0.7,0.0,0.1,0.0,0.1,0.4,0.7,0.1,0.0,0.0,0.1,0.6,0.0,0.2,1.4,0.0,0.0,0.0,4.1,0.1,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.7,0.0,35.6,1.6,0.7,0.2,0.1,0.1,3.8,0.0,21.0,0.1,0.1,0.3,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.1,0.1,.,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5,0.1,1.2,0.0,1.0,0.5,0.1,0.1,0.0,0.2,0.1,0.0,1.8,0.0,0.0,0.1,1.0,0.3,1.8,0.3,0.0,4.5,0.0,0.5,3.2,0.0,0.0,.,0.0,0.0,0.3,0.0,0.4,0.0,0.0,0.1,0.4,0.1,0.0,0.1,0.2,0.0,1.4,0.1,0.1,0.0,0.0,0.6,0.2,0.2,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.2,1.3,0.0,0.0,0.9,0.0,1.0,0.0,4.3,0.2,0.0,0.0,0.3,0.1,0.0,0.0,0.0,,,
Noncommunicable diseases,Malignant neoplasms,Larynx cancer,,0.3,0.1,0.3,0.1,0.0,1.0,0.1,0.2,0.2,0.1,0.0,0.0,1.9,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.2,0.0,5.4,.,0.4,0.0,0.1,0.1,0.0,0.5,0.0,0.0,0.0,0.2,13.3,0.5,0.0,0.0,0.0,0.0,0.2,0.9,0.0,0.3,0.4,0.3,0.1,0.0,0.1,0.1,0.7,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.3,0.0,0.0,0.1,1.7,0.1,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.5,.,19.1,1.3,0.6,0.5,0.1,0.1,1.8,0.0,1.1,0.1,0.6,0.2,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.4,0.1,0.6,0.0,0.4,0.2,0.0,0.1,0.1,0.6,0.0,0.0,2.1,0.0,0.1,0.1,0.1,0.7,1.5,0.4,0.0,0.5,0.2,1.1,4.3,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.6,0.1,1.5,0.2,0.2,0.0,0.0,0.1,0.1,0.3,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.2,1.3,0.1,0.1,1.8,0.0,0.9,0.4,4.3,0.1,0.3,0.0,0.5,0.6,0.2,0.0,0.1,,,
Noncommunicable diseases,Malignant neoplasms,Thyroid cancer,,0.1,0.0,0.5,0.1,0.0,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.3,0.0,0.1,0.1,.,0.0,0.0,0.1,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.2,0.1,0.2,0.0,0.0,0.0,0.1,5.7,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.3,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.1,0.0,1.4,0.0,0.0,0.5,0.0,0.0,0.0,0.8,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,3.5,3.3,0.6,0.2,0.0,0.1,0.6,0.0,2.0,0.1,0.1,0.2,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.5,0.1,0.5,0.0,0.2,0.1,0.0,0.0,0.1,0.3,0.0,0.0,1.1,0.0,0.2,0.1,0.3,1.0,0.3,0.1,0.0,0.5,0.0,0.2,2.3,0.0,0.0,.,0.0,0.0,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,0.4,0.2,0.3,0.0,0.0,0.1,0.1,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.1,2.9,0.0,0.1,0.4,0.0,0.4,0.1,2.1,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,,,
Noncommunicable diseases,Malignant neoplasms,Mesothelioma,,0.0,0.0,0.1,0.0,.,0.2,0.0,0.7,0.1,.,0.0,0.0,0.1,0.0,0.1,0.3,0.0,0.0,.,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.1,2.9,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.1,.,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.1,1.2,.,0.0,0.0,1.6,0.0,0.1,.,0.0,0.0,0.0,.,.,0.0,0.0,0.0,0.4,0.1,0.1,0.0,0.0,0.0,1.6,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.,0.0,0.0,0.0,.,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.1,0.0,0.1,1.2,0.0,0.0,.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,.,0.0,0.0,0.0,0.0,0.0,0.5,0.0,.,0.3,0.0,2.8,0.0,3.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,,,
Noncommunicable diseases,Malignant neoplasms,"Lymphomas, multiple myeloma",,1.3,0.0,1.8,0.5,0.0,2.5,0.1,2.8,1.2,0.2,0.0,0.0,2.7,0.0,0.6,1.5,0.0,0.2,0.0,0.3,0.1,0.1,9.5,0.0,0.5,0.3,0.3,0.6,1.3,4.8,0.0,0.2,0.5,1.3,38.4,2.6,0.0,0.1,0.4,0.3,0.6,1.0,0.1,1.1,0.7,1.7,0.7,0.0,0.2,0.8,5.1,0.1,0.0,0.2,0.2,3.0,0.0,0.9,9.3,0.0,0.0,0.1,12.1,0.8,0.9,0.0,0.2,0.2,0.0,0.0,0.1,0.1,0.9,0.0,29.3,12.9,3.5,1.6,0.5,0.9,9.5,0.2,17.4,0.3,0.7,1.7,0.0,0.0,0.1,0.2,0.2,0.6,0.0,0.1,0.3,0.3,0.1,0.8,0.9,1.2,0.0,0.4,0.0,0.1,0.0,4.5,0.0,0.0,0.0,2.2,1.5,1.7,0.1,0.9,2.4,0.5,0.1,0.2,4.4,0.6,0.1,7.2,0.2,0.3,0.2,1.5,2.2,3.1,1.5,0.1,2.7,0.2,1.3,8.9,0.4,0.0,0.0,0.0,0.0,1.2,0.3,0.7,0.0,0.1,0.3,0.7,0.4,0.0,0.4,3.5,0.5,5.4,0.6,1.7,0.0,0.0,1.3,1.0,1.1,0.3,3.8,0.1,0.0,0.2,0.0,0.1,0.6,6.1,0.2,1.8,2.1,0.2,9.2,0.7,39.3,0.4,0.6,0.0,1.3,1.6,1.0,0.5,0.9,,,
Noncommunicable diseases,Malignant neoplasms,"Lymphomas, multiple myeloma",Hodgkin lymphoma,0.3,0.0,0.4,0.1,0.0,0.2,0.0,0.1,0.0,0.1,0.0,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,1.1,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.1,0.7,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.0,0.4,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.7,0.5,0.3,0.0,0.0,0.5,0.0,0.2,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.4,0.1,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.7,0.0,0.0,1.5,0.0,0.0,0.0,0.1,0.1,0.2,0.1,0.0,0.1,0.0,0.1,1.4,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,0.3,0.1,0.2,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.0,0.2,0.4,0.0,0.4,0.1,1.3,0.0,0.1,0.0,0.2,0.2,0.3,0.1,0.0,,,
Noncommunicable diseases,Malignant neoplasms,"Lymphomas, multiple myeloma",Non-Hodgkin lymphoma,0.9,0.0,1.0,0.3,0.0,1.6,0.0,1.7,0.7,0.1,0.0,0.0,1.8,0.0,0.3,0.8,0.0,0.1,0.0,0.2,0.1,0.1,5.5,0.0,0.3,0.2,0.3,0.5,1.2,3.0,0.0,0.2,0.4,0.7,28.2,1.6,0.0,0.0,0.2,0.2,0.4,0.6,0.1,0.6,0.5,1.1,0.4,0.0,0.1,0.6,3.9,0.1,0.0,0.2,0.1,2.1,0.0,0.5,5.4,0.0,0.0,0.1,7.1,0.7,0.3,0.0,0.1,0.2,0.0,0.0,0.1,0.1,0.6,0.0,18.0,10.0,2.1,1.1,0.3,0.6,5.3,0.1,12.5,0.2,0.4,1.1,0.0,0.0,0.1,0.1,0.1,0.4,0.0,0.0,0.2,0.2,0.0,0.6,0.8,1.0,0.0,0.3,0.0,0.1,0.0,2.7,0.0,0.0,0.0,1.4,1.1,1.3,0.0,0.6,1.4,0.3,0.1,0.2,3.2,0.3,0.1,4.9,0.1,0.3,0.2,1.0,1.8,1.6,0.9,0.0,1.8,0.1,0.8,4.9,0.3,0.0,0.0,0.0,0.0,0.8,0.2,0.4,0.0,0.1,0.3,0.4,0.2,0.0,0.2,2.5,0.3,3.0,0.3,1.3,0.0,0.0,0.7,0.6,0.7,0.2,3.0,0.0,0.0,0.2,0.0,0.1,0.4,3.5,0.1,1.3,1.2,0.1,5.5,0.5,23.7,0.2,0.4,0.0,0.7,1.2,0.7,0.4,0.8,,,
Noncommunicable diseases,Malignant neoplasms,"Lymphomas, multiple myeloma",Multiple myeloma,0.1,0.0,0.5,0.1,0.0,0.8,0.0,1.0,0.4,0.0,0.0,0.0,0.6,0.0,0.2,0.6,0.0,0.0,0.0,0.1,0.0,0.0,3.4,0.0,0.1,0.0,0.0,0.1,0.1,1.6,0.0,0.0,0.0,0.5,9.2,0.7,0.0,0.0,0.1,0.0,0.2,0.3,0.0,0.4,0.1,0.4,0.3,0.0,0.1,0.2,0.5,0.0,0.0,0.0,0.1,0.3,0.0,0.3,3.5,0.0,0.0,0.0,4.6,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,7.0,2.2,0.8,0.1,0.2,0.3,3.7,0.1,4.7,0.1,0.2,0.4,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.5,0.2,0.3,0.0,0.1,1.0,0.2,0.0,0.0,0.6,0.3,0.0,0.7,0.1,0.0,0.1,0.4,0.3,1.2,0.6,0.0,0.9,0.0,0.4,2.5,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.1,0.2,0.1,0.0,0.1,0.9,0.1,2.1,0.2,0.2,0.0,0.0,0.6,0.4,0.2,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.1,1.8,0.0,0.3,0.5,0.0,3.3,0.0,14.4,0.1,0.0,0.0,0.4,0.2,0.0,0.1,0.1,,,
Noncommunicable diseases,Malignant neoplasms,Leukaemia,,0.8,0.1,1.3,0.2,0.0,1.9,0.1,1.9,0.9,0.3,0.0,0.0,2.0,0.0,0.7,1.1,0.0,0.1,0.0,0.3,0.1,0.0,8.1,0.0,0.4,0.1,0.2,0.6,0.3,2.9,0.0,0.1,0.2,0.9,57.2,2.5,0.0,0.1,0.3,0.1,0.4,0.6,0.1,0.9,0.9,1.0,0.5,0.0,0.4,0.9,4.0,0.3,0.0,0.2,0.1,3.4,0.0,0.4,7.0,0.0,0.0,0.2,8.7,0.2,1.6,0.0,0.6,0.1,0.0,0.0,0.2,0.3,0.9,0.0,27.8,9.2,3.2,1.7,0.3,0.6,6.8,0.1,8.9,0.3,1.3,1.2,0.0,0.1,0.2,0.2,0.2,0.3,0.0,0.0,0.2,0.3,0.0,0.6,0.1,1.1,0.0,0.1,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.8,0.6,1.8,0.0,0.9,1.5,0.3,0.2,0.1,1.7,0.4,0.1,4.8,0.2,0.2,0.3,1.1,3.7,2.7,1.0,0.0,1.8,0.2,1.4,8.3,0.2,0.0,0.0,0.0,0.0,0.7,0.1,0.7,0.0,0.0,0.2,0.4,0.2,0.0,0.3,1.6,0.3,3.8,0.8,1.1,0.0,0.0,0.8,0.6,0.9,0.1,3.3,0.1,0.0,0.0,0.0,0.1,0.3,3.6,0.1,0.8,2.4,0.1,5.4,0.4,27.0,0.3,0.8,0.0,1.0,4.3,1.1,0.1,0.2,,,
Noncommunicable diseases,Malignant neoplasms,Other malignant neoplasms,,2.7,0.7,3.2,1.6,0.0,8.7,4.0,1.6,1.0,3.4,0.0,0.0,9.9,0.0,1.5,1.5,0.0,0.5,0.0,1.5,0.5,0.3,16.1,0.0,0.7,1.5,1.2,2.2,2.3,3.3,0.0,0.4,0.8,1.0,72.9,2.3,0.1,0.2,0.2,1.2,0.4,0.8,0.1,1.1,1.1,8.5,0.6,0.1,1.1,0.8,10.9,1.5,0.1,0.5,0.1,10.7,0.1,0.6,12.0,0.2,0.0,2.1,11.4,1.9,3.7,0.0,0.4,0.4,0.1,0.0,1.2,0.8,0.8,0.0,53.3,21.1,7.4,3.1,0.4,0.5,9.3,0.2,8.3,0.3,5.5,6.9,0.0,0.1,0.2,0.4,0.2,0.5,0.4,0.2,0.3,0.3,0.0,2.7,6.0,2.5,0.1,1.3,0.0,0.2,0.1,3.9,0.0,0.1,0.1,2.2,10.6,6.6,0.3,2.1,3.0,0.4,0.3,1.1,8.4,0.5,0.1,22.0,0.2,2.3,0.5,3.5,4.0,9.0,1.3,0.1,2.0,0.2,2.3,26.7,2.6,0.0,0.0,0.0,0.0,1.1,0.8,1.1,0.0,0.3,0.3,0.5,0.2,0.0,1.2,9.6,1.9,4.4,7.3,3.0,0.1,0.2,1.1,0.8,1.5,0.5,4.6,0.2,0.1,0.5,0.0,0.1,0.7,5.0,0.5,7.2,7.5,0.1,8.0,7.7,17.8,0.4,1.0,0.0,1.3,6.1,1.5,2.6,2.0,,,
